"";"Datum";"bula";"Bevölkerung";"EingetrageneImpfungen";"Teilgeimpfte";"Vollimmunisierte";"Datum_minus7";"vollimmun_minus7";"delta_vollimm";"vollimm_jeTag_last7";"DeltaNonImmBev";"dauerDeltaNonimmBev";"TagErreichenImmunquote";"ImpfquoteAct"
"188";"2021-03-05";"Vorarlberg";397139;41742;29656;12086;"2021-02-26";11526;560;80;265911;3324;"2030-04-11";0,0304326696698133
"189";"2021-03-05";"Wien";1911191;147336;95786;51550;"2021-02-26";50734;816;116,571428571429;1286284;11034;"2051-05-21";0,0269727096873102
"190";"2021-03-04";"Burgenland";294436;25601;18472;7129;"2021-02-25";6807;322;46;198976;4326;"2033-01-06";0,0242123925063511
"191";"2021-03-04";"Kärnten";561293;53418;37324;16094;"2021-02-25";14551;1543;220,428571428571;376811;1709;"2025-11-07";0,0286730816169095
"192";"2021-03-04";"Niederösterreich";1684287;146905;100469;46436;"2021-02-25";39470;6966;995,142857142857;1132565;1138;"2024-04-15";0,027570123144096
"193";"2021-03-04";"Oberösterreich";1490279;123727;80106;43621;"2021-02-25";42167;1454;207,714285714286;999574;4812;"2034-05-07";0,0292703581007315
"194";"2021-03-04";"Salzburg";558410;44812;32240;12572;"2021-02-25";11409;1163;166,142857142857;378315;2277;"2027-05-29";0,0225139234612561
"195";"2021-03-04";"Steiermark";1246395;105693;73025;32668;"2021-02-25";24082;8586;1226,57142857143;839808;685;"2023-01-18";0,0262099896100353
"196";"2021-03-04";"Tirol";757634;55678;39946;15732;"2021-02-25";13806;1926;275,142857142857;514612;1870;"2026-04-17";0,0207646436141989
"197";"2021-03-04";"Vorarlberg";397139;38088;26003;12085;"2021-02-25";10101;1984;283,428571428571;265912;938;"2023-09-28";0,0304301516597463
"198";"2021-03-04";"Wien";1911191;142254;91253;51001;"2021-02-25";49504;1497;213,857142857143;1286833;6017;"2037-08-24";0,0266854542533949
"199";"2021-03-03";"Burgenland";294436;24432;17205;7227;"2021-02-24";6750;477;68,1428571428571;198878;2919;"2029-02-28";0,0245452322406228
"200";"2021-03-03";"Kärnten";561293;52668;36650;16018;"2021-02-24";14222;1796;256,571428571429;376887;1469;"2025-03-11";0,0285376799639404
"201";"2021-03-03";"Niederösterreich";1684287;142668;96362;46306;"2021-02-24";38119;8187;1169,57142857143;1132695;968;"2023-10-27";0,0274929391487318
"202";"2021-03-03";"Oberösterreich";1490279;122101;77508;44593;"2021-02-24";41145;3448;492,571428571429;998602;2027;"2026-09-20";0,029922584965634
"203";"2021-03-03";"Salzburg";558410;42453;29825;12628;"2021-02-24";11245;1383;197,571428571429;378259;1915;"2026-05-31";0,0226142081982773
"204";"2021-03-03";"Steiermark";1246395;100138;67603;32535;"2021-02-24";23114;9421;1345,85714285714;839941;624;"2022-11-17";0,0261032818648984
"205";"2021-03-03";"Tirol";757634;54871;38613;16258;"2021-02-24";13540;2718;388,285714285714;514086;1324;"2024-10-17";0,0214589102389808
"206";"2021-03-03";"Vorarlberg";397139;38010;25780;12230;"2021-02-24";10043;2187;312,428571428571;265767;851;"2023-07-02";0,030795263119462
"207";"2021-03-03";"Wien";1911191;139474;87731;51743;"2021-02-24";48970;2773;396,142857142857;1286091;3247;"2030-01-22";0,0270736938380308
"208";"2021-03-02";"Burgenland";294436;23414;16238;7176;"2021-02-23";6670;506;72,2857142857143;198929;2752;"2028-09-13";0,0243720197258487
"209";"2021-03-02";"Kärnten";561293;52048;36060;15988;"2021-02-23";14007;1981;283;376917;1332;"2024-10-24";0,0284842319430315
"210";"2021-03-02";"Niederösterreich";1684287;136517;91457;45060;"2021-02-23";36468;8592;1227,42857142857;1133941;924;"2023-09-12";0,0267531602393179
"211";"2021-03-02";"Oberösterreich";1490279;119300;74774;44526;"2021-02-23";40160;4366;623,714285714286;998669;1601;"2025-07-20";0,0298776269409956
"212";"2021-03-02";"Salzburg";558410;39791;27314;12477;"2021-02-23";11075;1402;200,285714285714;378410;1889;"2026-05-04";0,0223437975680951
"213";"2021-03-02";"Steiermark";1246395;92431;60737;31694;"2021-02-23";22023;9671;1381,57142857143;840782;609;"2022-11-01";0,0254285358975285
"214";"2021-03-02";"Tirol";757634;52936;36862;16074;"2021-02-23";12870;3204;457,714285714286;514270;1124;"2024-03-30";0,0212160489101598
"215";"2021-03-02";"Vorarlberg";397139;37220;25240;11980;"2021-02-23";10024;1956;279,428571428571;266017;952;"2023-10-10";0,0301657606027109
"216";"2021-03-02";"Wien";1911191;135878;84278;51600;"2021-02-23";48551;3049;435,571428571429;1286234;2953;"2029-04-02";0,0269988713843881
"217";"2021-03-01";"Burgenland";294436;23112;16005;7107;"2021-02-22";6624;483;69;198998;2884;"2029-01-22";0,024137673382331
"218";"2021-03-01";"Kärnten";561293;50857;35330;15527;"2021-02-22";14001;1526;218;377378;1731;"2025-11-26";0,027662914021732
"219";"2021-03-01";"Niederösterreich";1684287;130936;87274;43662;"2021-02-22";35612;8050;1150;1135339;987;"2023-11-13";0,025923135427632
"220";"2021-03-01";"Oberösterreich";1490279;117033;72612;44421;"2021-02-22";39620;4801;685,857142857143;998774;1456;"2025-02-24";0,0298071703352191
"221";"2021-03-01";"Salzburg";558410;37190;24798;12392;"2021-02-22";10907;1485;212,142857142857;378495;1784;"2026-01-18";0,022191579663688
"222";"2021-03-01";"Steiermark";1246395;83749;52583;31166;"2021-02-22";21178;9988;1426,85714285714;841310;590;"2022-10-12";0,0250049141724734
"223";"2021-03-01";"Tirol";757634;51146;35362;15784;"2021-02-22";12089;3695;527,857142857143;514560;975;"2023-11-01";0,0208332783375614
"224";"2021-03-01";"Vorarlberg";397139;37212;25233;11979;"2021-02-22";10024;1955;279,285714285714;266018;952;"2023-10-09";0,0301632425926439
"225";"2021-03-01";"Wien";1911191;133138;81722;51416;"2021-02-22";47886;3530;504,285714285714;1286418;2551;"2028-02-24";0,0269025963391414
"226";"2021-02-28";"Burgenland";294436;22861;15894;6967;"2021-02-21";6598;369;52,7142857142857;199138;3778;"2031-07-04";0,0236621880476572
"227";"2021-02-28";"Kärnten";561293;50106;34936;15170;"2021-02-21";13909;1261;180,142857142857;377735;2097;"2026-11-26";0,0270268825729165
"228";"2021-02-28";"Niederösterreich";1684287;128136;84962;43174;"2021-02-21";35175;7999;1142,71428571429;1135827;994;"2023-11-19";0,0256333985834956
"229";"2021-02-28";"Oberösterreich";1490279;115977;71687;44290;"2021-02-21";39299;4991;713;998905;1401;"2024-12-30";0,0297192673318218
"230";"2021-02-28";"Salzburg";558410;36000;23888;12112;"2021-02-21";10902;1210;172,857142857143;378775;2191;"2027-02-28";0,021690155978582
"231";"2021-02-28";"Steiermark";1246395;81147;50912;30235;"2021-02-21";21066;9169;1309,85714285714;842241;643;"2022-12-03";0,0242579599565146
"232";"2021-02-28";"Tirol";757634;49979;34578;15401;"2021-02-21";11999;3402;486;514943;1060;"2024-01-24";0,0203277572020263
"233";"2021-02-28";"Vorarlberg";397139;36728;25078;11650;"2021-02-21";9975;1675;239,285714285714;266347;1113;"2024-03-17";0,0293348172805995
"234";"2021-02-28";"Wien";1911191;130017;78954;51063;"2021-02-21";46616;4447;635,285714285714;1286771;2025;"2026-09-15";0,0267178947577715
"235";"2021-02-27";"Burgenland";294436;22817;15851;6966;"2021-02-20";6591;375;53,5714285714286;199139;3717;"2031-05-03";0,0236587917238381
"236";"2021-02-27";"Kärnten";561293;49785;34617;15168;"2021-02-20";13895;1273;181,857142857143;377737;2077;"2026-11-05";0,0270233193715225
"237";"2021-02-27";"Niederösterreich";1684287;126029;83088;42941;"2021-02-20";34919;8022;1146;1136060;991;"2023-11-15";0,0254950611148813
"238";"2021-02-27";"Oberösterreich";1490279;115280;71095;44185;"2021-02-20";38213;5972;853,142857142857;999010;1171;"2024-05-13";0,0296488107260453
"239";"2021-02-27";"Salzburg";558410;35905;23808;12097;"2021-02-20";10841;1256;179,428571428571;378790;2111;"2026-12-09";0,0216632939954514
"240";"2021-02-27";"Steiermark";1246395;79455;49266;30189;"2021-02-20";20971;9218;1316,85714285714;842287;640;"2022-11-29";0,0242210535183469
"241";"2021-02-27";"Tirol";757634;49218;33875;15343;"2021-02-20";11736;3607;515,285714285714;515001;999;"2023-11-23";0,0202512030875066
"242";"2021-02-27";"Vorarlberg";397139;34368;22735;11633;"2021-02-20";9872;1761;251,571428571429;266364;1059;"2024-01-22";0,0292920111094604
"243";"2021-02-27";"Wien";1911191;127471;76439;51032;"2021-02-20";46582;4450;635,714285714286;1286802;2024;"2026-09-13";0,0267016745055832
"244";"2021-02-26";"Burgenland";294436;21177;14244;6933;"2021-02-19";6446;487;69,5714285714286;199172;2863;"2028-12-29";0,0235467130378079
"245";"2021-02-26";"Kärnten";561293;46590;31502;15088;"2021-02-19";13358;1730;247,142857142857;377817;1529;"2025-05-05";0,0268807913157656
"246";"2021-02-26";"Niederösterreich";1684287;122588;80805;41783;"2021-02-19";33887;7896;1128;1137218;1008;"2023-12-01";0,0248075298330985
"247";"2021-02-26";"Oberösterreich";1490279;112174;68211;43963;"2021-02-19";34482;9481;1354,42857142857;999232;738;"2023-03-06";0,0294998453309749
"248";"2021-02-26";"Salzburg";558410;35237;23164;12073;"2021-02-19";10635;1438;205,428571428571;378814;1844;"2026-03-16";0,0216203148224423
"249";"2021-02-26";"Steiermark";1246395;74809;44731;30078;"2021-02-19";20129;9949;1421,28571428571;842398;593;"2022-10-12";0,0241319966784206
"250";"2021-02-26";"Tirol";757634;45654;30502;15152;"2021-02-19";11412;3740;534,285714285714;515192;964;"2023-10-18";0,0199991024690022
"251";"2021-02-26";"Vorarlberg";397139;32144;20618;11526;"2021-02-19";9705;1821;260,142857142857;266471;1024;"2023-12-17";0,029022584032291
"252";"2021-02-26";"Wien";1911191;125039;74305;50734;"2021-02-19";44312;6422;917,428571428571;1287100;1403;"2024-12-30";0,0265457507909989
"253";"2021-02-25";"Burgenland";294436;19242;12435;6807;"2021-02-18";6287;520;74,2857142857143;199298;2683;"2028-07-01";0,0231187762366015
"254";"2021-02-25";"Kärnten";561293;44245;29694;14551;"2021-02-18";13060;1491;213;378354;1776;"2026-01-06";0,0259240717414969
"255";"2021-02-25";"Niederösterreich";1684287;112431;72961;39470;"2021-02-18";32172;7298;1042,57142857143;1139531;1093;"2024-02-23";0,0234342484386568
"256";"2021-02-25";"Oberösterreich";1490279;100358;58191;42167;"2021-02-18";32011;10156;1450,85714285714;1001028;690;"2023-01-16";0,0282947018645502
"257";"2021-02-25";"Salzburg";558410;31292;19883;11409;"2021-02-18";10356;1053;150,428571428571;379478;2523;"2028-01-23";0,0204312243691911
"258";"2021-02-25";"Steiermark";1246395;56743;32661;24082;"2021-02-18";18590;5492;784,571428571429;848394;1081;"2024-02-11";0,0193213226946514
"259";"2021-02-25";"Tirol";757634;41591;27785;13806;"2021-02-18";11024;2782;397,428571428571;516538;1300;"2024-09-17";0,0182225190527352
"260";"2021-02-25";"Vorarlberg";397139;27151;17050;10101;"2021-02-18";9293;808;115,428571428571;267896;2321;"2027-07-05";0,0254344196868099
"261";"2021-02-25";"Wien";1911191;118314;68810;49504;"2021-02-18";41557;7947;1135,28571428571;1288330;1135;"2024-04-05";0,0259021730428827
"262";"2021-02-24";"Burgenland";294436;18085;11335;6750;"2021-02-17";5873;877;125,285714285714;199355;1591;"2025-07-04";0,0229251857789129
"263";"2021-02-24";"Kärnten";561293;42813;28591;14222;"2021-02-17";12801;1421;203;378683;1865;"2026-04-04";0,0253379251121963
"264";"2021-02-24";"Niederösterreich";1684287;107155;69036;38119;"2021-02-17";30282;7837;1119,57142857143;1140882;1019;"2023-12-10";0,0226321286099103
"265";"2021-02-24";"Oberösterreich";1490279;97551;56406;41145;"2021-02-17";29652;11493;1641,85714285714;1002050;610;"2022-10-27";0,0276089242349922
"266";"2021-02-24";"Salzburg";558410;30158;18913;11245;"2021-02-17";10047;1198;171,142857142857;379642;2218;"2027-03-23";0,0201375333536291
"267";"2021-02-24";"Steiermark";1246395;54359;31245;23114;"2021-02-17";17239;5875;839,285714285714;849362;1012;"2023-12-03";0,0185446828653838
"268";"2021-02-24";"Tirol";757634;39278;25738;13540;"2021-02-17";10532;3008;429,714285714286;516804;1203;"2024-06-11";0,0178714260447657
"269";"2021-02-24";"Vorarlberg";397139;26999;16956;10043;"2021-02-17";8618;1425;203,571428571429;267954;1316;"2024-10-02";0,0252883751029237
"270";"2021-02-24";"Wien";1911191;114466;65496;48970;"2021-02-17";35050;13920;1988,57142857143;1288864;648;"2022-12-04";0,0256227661180908
"271";"2021-02-23";"Burgenland";294436;17828;11158;6670;"2021-02-16";5505;1165;166,428571428571;199435;1198;"2024-06-05";0,022653479873385
"272";"2021-02-23";"Kärnten";561293;42023;28016;14007;"2021-02-16";12722;1285;183,571428571429;378898;2064;"2026-10-19";0,0249548809623494
"273";"2021-02-23";"Niederösterreich";1684287;103122;66654;36468;"2021-02-16";28989;7479;1068,42857142857;1142533;1069;"2024-01-28";0,0216518918687848
"274";"2021-02-23";"Oberösterreich";1490279;94352;54192;40160;"2021-02-16";27761;12399;1771,28571428571;1003035;566;"2022-09-12";0,0269479741712793
"275";"2021-02-23";"Salzburg";558410;28585;17510;11075;"2021-02-16";9477;1598;228,285714285714;379812;1664;"2025-09-14";0,0198330975448147
"276";"2021-02-23";"Steiermark";1246395;51958;29935;22023;"2021-02-16";15904;6119;874,142857142857;850453;973;"2023-10-24";0,0176693584297113
"277";"2021-02-23";"Tirol";757634;36567;23697;12870;"2021-02-16";9898;2972;424,571428571429;517474;1219;"2024-06-26";0,0169870940322108
"278";"2021-02-23";"Vorarlberg";397139;26967;16943;10024;"2021-02-16";8308;1716;245,142857142857;267973;1093;"2024-02-21";0,0252405329116506
"279";"2021-02-23";"Wien";1911191;113070;64519;48551;"2021-02-16";32913;15638;2234;1289283;577;"2022-09-23";0,025403531096578
"280";"2021-02-22";"Burgenland";294436;17675;11051;6624;"2021-02-15";5419;1205;172,142857142857;199481;1159;"2024-04-26";0,0224972489777065
"281";"2021-02-22";"Kärnten";561293;41726;27725;14001;"2021-02-15";12708;1293;184,714285714286;378904;2051;"2026-10-05";0,0249441913581677
"282";"2021-02-22";"Niederösterreich";1684287;100825;65213;35612;"2021-02-15";28375;7237;1033,85714285714;1143389;1106;"2024-03-04";0,0211436649454636
"283";"2021-02-22";"Oberösterreich";1490279;92403;52783;39620;"2021-02-15";24556;15064;2152;1003575;466;"2022-06-03";0,0265856259130002
"284";"2021-02-22";"Salzburg";558410;27435;16528;10907;"2021-02-15";8889;2018;288,285714285714;379980;1318;"2024-10-02";0,0195322433337512
"285";"2021-02-22";"Steiermark";1246395;49940;28762;21178;"2021-02-15";14606;6572;938,857142857143;851298;907;"2023-08-18";0,0169914032068486
"286";"2021-02-22";"Tirol";757634;34800;22711;12089;"2021-02-15";9520;2569;367;518255;1412;"2025-01-04";0,0159562532832476
"287";"2021-02-22";"Vorarlberg";397139;26908;16884;10024;"2021-02-15";8044;1980;282,857142857143;267973;947;"2023-09-27";0,0252405329116506
"288";"2021-02-22";"Wien";1911191;111562;63676;47886;"2021-02-15";31772;16114;2302;1289948;560;"2022-09-05";0,025055580525442
"289";"2021-02-21";"Burgenland";294436;17565;10967;6598;"2021-02-14";5357;1241;177,285714285714;199507;1125;"2024-03-22";0,02240894455841
"290";"2021-02-21";"Kärnten";561293;38819;24910;13909;"2021-02-14";12002;1907;272,428571428571;378996;1391;"2024-12-13";0,0247802840940471
"291";"2021-02-21";"Niederösterreich";1684287;99747;64572;35175;"2021-02-14";28288;6887;983,857142857143;1143826;1163;"2024-04-29";0,0208842079764316
"292";"2021-02-21";"Oberösterreich";1490279;91950;52651;39299;"2021-02-14";24122;15177;2168,14285714286;1003896;463;"2022-05-30";0,026370230003912
"293";"2021-02-21";"Salzburg";558410;27124;16222;10902;"2021-02-14";8886;2016;288;379985;1319;"2024-10-02";0,0195232893393743
"294";"2021-02-21";"Steiermark";1246395;49392;28326;21066;"2021-02-14";14411;6655;950,714285714286;851410;896;"2023-08-06";0,016901544053049
"295";"2021-02-21";"Tirol";757634;34588;22589;11999;"2021-02-14";9343;2656;379,428571428571;518345;1366;"2024-11-18";0,0158374624158895
"296";"2021-02-21";"Vorarlberg";397139;25124;15149;9975;"2021-02-14";7791;2184;312;268022;859;"2023-06-30";0,0251171504183674
"297";"2021-02-21";"Wien";1911191;109429;62813;46616;"2021-02-14";31722;14894;2127,71428571429;1291218;607;"2022-10-21";0,0243910734196634
"298";"2021-02-20";"Burgenland";294436;16474;9883;6591;"2021-02-13";5331;1260;180;199514;1108;"2024-03-04";0,0223851702916763
"299";"2021-02-20";"Kärnten";561293;35677;21782;13895;"2021-02-13";10919;2976;425,142857142857;379010;891;"2023-07-31";0,0247553416842897
"300";"2021-02-20";"Niederösterreich";1684287;98780;63861;34919;"2021-02-13";27992;6927;989,571428571429;1144082;1156;"2024-04-21";0,0207322148778682
"301";"2021-02-20";"Oberösterreich";1490279;90785;52572;38213;"2021-02-13";22684;15529;2218,42857142857;1004982;453;"2022-05-19";0,0256415073955951
"302";"2021-02-20";"Salzburg";558410;26477;15636;10841;"2021-02-13";8690;2151;307,285714285714;380046;1237;"2024-07-11";0,0194140506079762
"303";"2021-02-20";"Steiermark";1246395;48659;27688;20971;"2021-02-13";14010;6961;994,428571428571;851505;856;"2023-06-26";0,016825324235094
"304";"2021-02-20";"Tirol";757634;33105;21369;11736;"2021-02-13";9019;2717;388,142857142857;518608;1336;"2024-10-18";0,0154903291034985
"305";"2021-02-20";"Vorarlberg";397139;23486;13614;9872;"2021-02-13";6491;3381;483;268125;555;"2022-08-29";0,0248577953814659
"306";"2021-02-20";"Wien";1911191;108778;62196;46582;"2021-02-13";31428;15154;2164,85714285714;1291252;596;"2022-10-09";0,0243732834656505
"307";"2021-02-19";"Burgenland";294436;15941;9495;6446;"2021-02-12";5029;1417;202,428571428571;199659;986;"2023-11-02";0,021892703337907
"308";"2021-02-19";"Kärnten";561293;34563;21205;13358;"2021-02-12";10672;2686;383,714285714286;379547;989;"2023-11-05";0,023798622110021
"309";"2021-02-19";"Niederösterreich";1684287;95388;61501;33887;"2021-02-12";26182;7705;1100,71428571429;1145114;1040;"2023-12-26";0,0201194926992846
"310";"2021-02-19";"Oberösterreich";1490279;86273;51791;34482;"2021-02-12";17116;17366;2480,85714285714;1008713;407;"2022-04-02";0,0231379493370033
"311";"2021-02-19";"Salzburg";558410;24648;14013;10635;"2021-02-12";8107;2528;361,142857142857;380252;1053;"2024-01-08";0,0190451460396483
"312";"2021-02-19";"Steiermark";1246395;46489;26360;20129;"2021-02-12";12775;7354;1050,57142857143;852347;811;"2023-05-11";0,0161497759538509
"313";"2021-02-19";"Tirol";757634;31866;20454;11412;"2021-02-12";8539;2873;410,428571428571;518932;1264;"2024-08-06";0,0150626819810093
"314";"2021-02-19";"Vorarlberg";397139;21423;11718;9705;"2021-02-12";5684;4021;574,428571428571;268292;467;"2022-06-01";0,0244372877002762
"315";"2021-02-19";"Wien";1911191;104979;60667;44312;"2021-02-12";28245;16067;2295,28571428571;1293522;564;"2022-09-06";0,023185542418314
"316";"2021-02-18";"Burgenland";294436;14565;8278;6287;"2021-02-11";4655;1632;233,142857142857;199818;857;"2023-06-25";0,0213526878506704
"317";"2021-02-18";"Kärnten";561293;33680;20620;13060;"2021-02-11";9991;3069;438,428571428571;379845;866;"2023-07-04";0,0232677051023262
"318";"2021-02-18";"Niederösterreich";1684287;91189;59017;32172;"2021-02-11";22768;9404;1343,42857142857;1146829;854;"2023-06-22";0,0191012576835183
"319";"2021-02-18";"Oberösterreich";1490279;82500;50489;32011;"2021-02-11";14434;17577;2511;1011184;403;"2022-03-28";0,0214798705477297
"320";"2021-02-18";"Salzburg";558410;23552;13196;10356;"2021-02-11";7342;3014;430,571428571429;380531;884;"2023-07-22";0,0185455131534177
"321";"2021-02-18";"Steiermark";1246395;44270;25680;18590;"2021-02-11";10506;8084;1154,85714285714;853886;739;"2023-02-27";0,0149150149029802
"322";"2021-02-18";"Tirol";757634;29623;18599;11024;"2021-02-11";7842;3182;454,571428571429;519320;1142;"2024-04-05";0,0145505613528432
"323";"2021-02-18";"Vorarlberg";397139;21008;11715;9293;"2021-02-11";5145;4148;592,571428571429;268704;453;"2022-05-17";0,0233998675526705
"324";"2021-02-18";"Wien";1911191;100154;58597;41557;"2021-02-11";23767;17790;2541,42857142857;1296277;510;"2022-07-13";0,021744032909322
"325";"2021-02-17";"Burgenland";294436;14044;8171;5873;"2021-02-10";3878;1995;285;200232;703;"2023-01-21";0,0199466097895638
"326";"2021-02-17";"Kärnten";561293;32057;19256;12801;"2021-02-10";8998;3803;543,285714285714;380104;700;"2023-01-18";0,022806270521813
"327";"2021-02-17";"Niederösterreich";1684287;85654;55372;30282;"2021-02-10";18638;11644;1663,42857142857;1148719;691;"2023-01-09";0,0179791211355309
"328";"2021-02-17";"Oberösterreich";1490279;79340;49688;29652;"2021-02-10";12807;16845;2406,42857142857;1013543;421;"2022-04-14";0,0198969454712842
"329";"2021-02-17";"Salzburg";558410;22919;12872;10047;"2021-02-10";6245;3802;543,142857142857;380840;701;"2023-01-19";0,0179921563009258
"330";"2021-02-17";"Steiermark";1246395;42471;25232;17239;"2021-02-10";8699;8540;1220;855237;701;"2023-01-19";0,013831088860273
"331";"2021-02-17";"Tirol";757634;27782;17250;10532;"2021-02-10";6528;4004;572;519812;909;"2023-08-15";0,0139011712779522
"332";"2021-02-17";"Vorarlberg";397139;20326;11708;8618;"2021-02-10";4255;4363;623,285714285714;269379;432;"2022-04-25";0,0217002107574426
"333";"2021-02-17";"Wien";1911191;89355;54305;35050;"2021-02-10";20935;14115;2016,42857142857;1302784;646;"2022-11-25";0,0183393496516047
"334";"2021-02-16";"Burgenland";294436;13574;8069;5505;"2021-02-09";2592;2913;416,142857142857;200600;482;"2022-06-13";0,0186967626241356
"335";"2021-02-16";"Kärnten";561293;30855;18133;12722;"2021-02-09";8135;4587;655,285714285714;380183;580;"2022-09-19";0,022665524066753
"336";"2021-02-16";"Niederösterreich";1684287;82676;53687;28989;"2021-02-09";16524;12465;1780,71428571429;1150012;646;"2022-11-24";0,0172114372431777
"337";"2021-02-16";"Oberösterreich";1490279;76819;49058;27761;"2021-02-09";11095;16666;2380,85714285714;1015434;426;"2022-04-18";0,0186280555520141
"338";"2021-02-16";"Salzburg";558410;21821;12344;9477;"2021-02-09";5232;4245;606,428571428571;381410;629;"2022-11-07";0,0169714009419602
"339";"2021-02-16";"Steiermark";1246395;40324;24420;15904;"2021-02-09";6733;9171;1310,14285714286;856572;654;"2022-12-02";0,0127599998395372
"340";"2021-02-16";"Tirol";757634;26411;16513;9898;"2021-02-09";5514;4384;626,285714285714;520446;831;"2023-05-28";0,0130643556123405
"341";"2021-02-16";"Vorarlberg";397139;20014;11706;8308;"2021-02-09";4091;4217;602,428571428571;269689;448;"2022-05-10";0,0209196276366713
"342";"2021-02-16";"Wien";1911191;86536;53623;32913;"2021-02-09";18936;13977;1996,71428571429;1304921;654;"2022-12-02";0,0172211987184954
"343";"2021-02-15";"Burgenland";294436;13429;8010;5419;"2021-02-08";2359;3060;437,142857142857;200686;459;"2022-05-20";0,0184046787756932
"344";"2021-02-15";"Kärnten";561293;30344;17636;12708;"2021-02-08";8008;4700;671,428571428571;380197;566;"2022-09-04";0,0226405816569955
"345";"2021-02-15";"Niederösterreich";1684287;81204;52829;28375;"2021-02-08";15404;12971;1853;1150626;621;"2022-10-29";0,0168468912958421
"346";"2021-02-15";"Oberösterreich";1490279;72315;47759;24556;"2021-02-08";10805;13751;1964,42857142857;1018639;519;"2022-07-19";0,016477451537598
"347";"2021-02-15";"Salzburg";558410;20809;11920;8889;"2021-02-08";4720;4169;595,571428571429;381998;641;"2022-11-18";0,0159184112032378
"348";"2021-02-15";"Steiermark";1246395;38414;23808;14606;"2021-02-08";5569;9037;1291;857870;665;"2022-12-12";0,0117185964321102
"349";"2021-02-15";"Tirol";757634;25839;16319;9520;"2021-02-08";5049;4471;638,714285714286;520824;815;"2023-05-11";0,0125654339694364
"350";"2021-02-15";"Vorarlberg";397139;19742;11698;8044;"2021-02-08";3960;4084;583,428571428571;269953;463;"2022-05-24";0,0202548729789822
"351";"2021-02-15";"Wien";1911191;84418;52646;31772;"2021-02-08";15261;16511;2358,71428571429;1306062;554;"2022-08-23";0,0166241887911779
"352";"2021-02-14";"Burgenland";294436;13320;7963;5357;"2021-02-07";2253;3104;443,428571428571;200748;453;"2022-05-13";0,0181941066989091
"353";"2021-02-14";"Kärnten";561293;29610;17608;12002;"2021-02-07";7314;4688;669,714285714286;380903;569;"2022-09-06";0,0213827715649402
"354";"2021-02-14";"Niederösterreich";1684287;80912;52624;28288;"2021-02-07";14954;13334;1904,85714285714;1150713;604;"2022-10-11";0,0167952373912522
"355";"2021-02-14";"Oberösterreich";1490279;71673;47551;24122;"2021-02-07";10770;13352;1907,42857142857;1019073;534;"2022-08-02";0,0161862309003885
"356";"2021-02-14";"Salzburg";558410;20711;11825;8886;"2021-02-07";4564;4322;617,428571428571;382001;619;"2022-10-26";0,0159130388066116
"357";"2021-02-14";"Steiermark";1246395;38152;23741;14411;"2021-02-07";5248;9163;1309;858065;656;"2022-12-02";0,0115621452268342
"358";"2021-02-14";"Tirol";757634;25550;16207;9343;"2021-02-07";4505;4838;691,142857142857;521001;754;"2023-03-10";0,0123318119302988
"359";"2021-02-14";"Vorarlberg";397139;19487;11696;7791;"2021-02-07";3958;3833;547,571428571429;270206;493;"2022-06-22";0,0196178164320301
"360";"2021-02-14";"Wien";1911191;84302;52580;31722;"2021-02-07";13055;18667;2666,71428571429;1306112;490;"2022-06-19";0,0165980270941
"361";"2021-02-13";"Burgenland";294436;12370;7039;5331;"2021-02-06";2045;3286;469,428571428571;200774;428;"2022-04-17";0,0181058022796125
"362";"2021-02-13";"Kärnten";561293;28339;17420;10919;"2021-02-06";6164;4755;679,285714285714;381986;562;"2022-08-29";0,0194532980101302
"363";"2021-02-13";"Niederösterreich";1684287;78965;50973;27992;"2021-02-06";14485;13507;1929,57142857143;1151009;597;"2022-10-03";0,0166194953710383
"364";"2021-02-13";"Oberösterreich";1490279;68845;46161;22684;"2021-02-06";10602;12082;1726;1020511;591;"2022-09-27";0,0152213109088969
"365";"2021-02-13";"Salzburg";558410;20474;11784;8690;"2021-02-06";4516;4174;596,285714285714;382197;641;"2022-11-16";0,0155620422270375
"366";"2021-02-13";"Steiermark";1246395;37562;23552;14010;"2021-02-06";4923;9087;1298,14285714286;858466;661;"2022-12-06";0,0112404173636768
"367";"2021-02-13";"Tirol";757634;24990;15971;9019;"2021-02-06";4249;4770;681,428571428571;521325;765;"2023-03-20";0,0119041648078096
"368";"2021-02-13";"Vorarlberg";397139;18061;11570;6491;"2021-02-06";3798;2693;384,714285714286;271506;706;"2023-01-20";0,0163444033449246
"369";"2021-02-13";"Wien";1911191;83686;52258;31428;"2021-02-06";11341;20087;2869,57142857143;1306406;455;"2022-05-14";0,0164441963152819
"370";"2021-02-12";"Burgenland";294436;11975;6946;5029;"2021-02-05";1664;3365;480,714285714286;201076;418;"2022-04-06";0,0170801124862449
"371";"2021-02-12";"Kärnten";561293;27830;17158;10672;"2021-02-05";6060;4612;658,857142857143;382233;580;"2022-09-15";0,0190132426379805
